"SEXO","EDAD","PAIS","AÑO ESTIMACION","CODREGEO","REGION","CENSO AJUSTADO","RRAA_REGULAR","RRAA_IRREGULAR","RRAA_TOTAL","ESTIMACION"

"M","05 A 09","PARAGUAY",2021,17,"REGIÓN IGNORADA","","8","","8",8

"M","05 A 09","PARAGUAY",2022,1,"ARICA Y PARINACOTA","1","","","",1

"M","05 A 09","PARAGUAY",2022,2,"TARAPACÁ","9","5","4","9",18

"M","05 A 09","PARAGUAY",2022,3,"ANTOFAGASTA","9","4","1","5",14

"M","05 A 09","PARAGUAY",2022,4,"ATACAMA","","2","","2",2

"M","05 A 09","PARAGUAY",2022,5,"COQUIMBO","","1","1","2",2

"M","05 A 09","PARAGUAY",2022,6,"VALPARAÍSO","6","1","1","2",8

"M","05 A 09","PARAGUAY",2022,7,"METROPOLITANA DE SANTIAGO","12","7","2","9",21

"M","05 A 09","PARAGUAY",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","2","","2",4

"M","05 A 09","PARAGUAY",2022,9,"MAULE","1","1","","1",2

"M","05 A 09","PARAGUAY",2022,10,"ÑUBLE","","1","1","2",2

"M","05 A 09","PARAGUAY",2022,11,"BIOBÍO","3","1","1","2",5

"M","05 A 09","PARAGUAY",2022,12,"LA ARAUCANÍA","1","","","",1

"M","05 A 09","PARAGUAY",2022,14,"LOS LAGOS","","","1","1",1

"M","05 A 09","PARAGUAY",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","1","","1",1

"M","05 A 09","PARAGUAY",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","11","","11",11

"M","05 A 09","PARAGUAY",2022,17,"REGIÓN IGNORADA","","1","","1",1

"M","05 A 09","PARAGUAY",2023,2,"TARAPACÁ","7","8","3","11",18

"M","05 A 09","PARAGUAY",2023,3,"ANTOFAGASTA","7","7","1","8",15

"M","05 A 09","PARAGUAY",2023,4,"ATACAMA","","3","","3",3

"M","05 A 09","PARAGUAY",2023,5,"COQUIMBO","","4","3","7",7

"M","05 A 09","PARAGUAY",2023,6,"VALPARAÍSO","5","2","1","3",8

"M","05 A 09","PARAGUAY",2023,7,"METROPOLITANA DE SANTIAGO","7","7","","7",14

"M","05 A 09","PARAGUAY",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","2","","2",3

"M","05 A 09","PARAGUAY",2023,9,"MAULE","","1","","1",1

"M","05 A 09","PARAGUAY",2023,10,"ÑUBLE","","1","1","2",2

"M","05 A 09","PARAGUAY",2023,11,"BIOBÍO","2","1","1","2",4

"M","05 A 09","PARAGUAY",2023,12,"LA ARAUCANÍA","1","","","",1

"M","05 A 09","PARAGUAY",2023,14,"LOS LAGOS","","","1","1",1

"M","05 A 09","PARAGUAY",2023,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","2","","2",2

"M","05 A 09","PARAGUAY",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","11","","11",11

"M","05 A 09","PARAGUAY",2023,17,"REGIÓN IGNORADA","","4","1","5",5

"M","05 A 09","PAÍS IGNORADO",2018,1,"ARICA Y PARINACOTA","2","","","",2

"M","05 A 09","PAÍS IGNORADO",2018,2,"TARAPACÁ","2","","","",2

"M","05 A 09","PAÍS IGNORADO",2018,3,"ANTOFAGASTA","7","","","",7

"M","05 A 09","PAÍS IGNORADO",2018,5,"COQUIMBO","2","","","",2

"M","05 A 09","PAÍS IGNORADO",2018,6,"VALPARAÍSO","7","","1","1",8

"M","05 A 09","PAÍS IGNORADO",2018,7,"METROPOLITANA DE SANTIAGO","45","","8","8",53

"M","05 A 09","PAÍS IGNORADO",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","","","1","1",1

"M","05 A 09","PAÍS IGNORADO",2018,9,"MAULE","2","","","",2

"M","05 A 09","PAÍS IGNORADO",2018,12,"LA ARAUCANÍA","3","","","",3

"M","05 A 09","PAÍS IGNORADO",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"M","05 A 09","PAÍS IGNORADO",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1

"M","05 A 09","PAÍS IGNORADO",2019,1,"ARICA Y PARINACOTA","2","","4","4",6

"M","05 A 09","PAÍS IGNORADO",2019,2,"TARAPACÁ","3","","1","1",4

"M","05 A 09","PAÍS IGNORADO",2019,3,"ANTOFAGASTA","7","","","",7

"M","05 A 09","PAÍS IGNORADO",2019,5,"COQUIMBO","1","","","",1

"M","05 A 09","PAÍS IGNORADO",2019,6,"VALPARAÍSO","6","","3","3",9

"M","05 A 09","PAÍS IGNORADO",2019,7,"METROPOLITANA DE SANTIAGO","52","","7","7",59

"M","05 A 09","PAÍS IGNORADO",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","1","1",2

"M","05 A 09","PAÍS IGNORADO",2019,9,"MAULE","2","","","",2

"M","05 A 09","PAÍS IGNORADO",2019,11,"BIOBÍO","","","2","2",2

"M","05 A 09","PAÍS IGNORADO",2019,12,"LA ARAUCANÍA","3","","","",3

"M","05 A 09","PAÍS IGNORADO",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"M","05 A 09","PAÍS IGNORADO",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1

"M","05 A 09","PAÍS IGNORADO",2020,1,"ARICA Y PARINACOTA","2","","3","3",5

"M","05 A 09","PAÍS IGNORADO",2020,2,"TARAPACÁ","3","","2","2",5

"M","05 A 09","PAÍS IGNORADO",2020,3,"ANTOFAGASTA","7","","2","2",9

"M","05 A 09","PAÍS IGNORADO",2020,5,"COQUIMBO","1","","1","1",2

"M","05 A 09","PAÍS IGNORADO",2020,6,"VALPARAÍSO","7","","4","4",11

"M","05 A 09","PAÍS IGNORADO",2020,7,"METROPOLITANA DE SANTIAGO","63","","39","39",102

"M","05 A 09","PAÍS IGNORADO",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","1","1",2

"M","05 A 09","PAÍS IGNORADO",2020,9,"MAULE","1","","","",1

"M","05 A 09","PAÍS IGNORADO",2020,11,"BIOBÍO","","","4","4",4

"M","05 A 09","PAÍS IGNORADO",2020,12,"LA ARAUCANÍA","2","","1","1",3

"M","05 A 09","PAÍS IGNORADO",2020,14,"LOS LAGOS","","","5","5",5

"M","05 A 09","PAÍS IGNORADO",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"M","05 A 09","PAÍS IGNORADO",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1

"M","05 A 09","PAÍS IGNORADO",2021,1,"ARICA Y PARINACOTA","3","","3","3",6

"M","05 A 09","PAÍS IGNORADO",2021,2,"TARAPACÁ","4","","4","4",8

"M","05 A 09","PAÍS IGNORADO",2021,3,"ANTOFAGASTA","11","","2","2",13

"M","05 A 09","PAÍS IGNORADO",2021,4,"ATACAMA","","1","1","2",2

"M","05 A 09","PAÍS IGNORADO",2021,5,"COQUIMBO","1","","","",1

"M","05 A 09","PAÍS IGNORADO",2021,6,"VALPARAÍSO","9","","10","10",19

"M","05 A 09","PAÍS IGNORADO",2021,7,"METROPOLITANA DE SANTIAGO","68","","53","53",121

"M","05 A 09","PAÍS IGNORADO",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","","2","2",4

"M","05 A 09","PAÍS IGNORADO",2021,9,"MAULE","1","","4","4",5

"M","05 A 09","PAÍS IGNORADO",2021,11,"BIOBÍO","1","","4","4",5

"M","05 A 09","PAÍS IGNORADO",2021,12,"LA ARAUCANÍA","3","","","",3

"M","05 A 09","PAÍS IGNORADO",2021,14,"LOS LAGOS","","","7","7",7

"M","05 A 09","PAÍS IGNORADO",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"M","05 A 09","PAÍS IGNORADO",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1

"M","05 A 09","PAÍS IGNORADO",2022,1,"ARICA Y PARINACOTA","3","","5","5",8

"M","05 A 09","PAÍS IGNORADO",2022,2,"TARAPACÁ","3","","8","8",11

"M","05 A 09","PAÍS IGNORADO",2022,3,"ANTOFAGASTA","11","","5","5",16

"M","05 A 09","PAÍS IGNORADO",2022,4,"ATACAMA","","","6","6",6

"M","05 A 09","PAÍS IGNORADO",2022,5,"COQUIMBO","1","","6","6",7

"M","05 A 09","PAÍS IGNORADO",2022,6,"VALPARAÍSO","7","","22","22",29

"M","05 A 09","PAÍS IGNORADO",2022,7,"METROPOLITANA DE SANTIAGO","69","","194","194",263

"M","05 A 09","PAÍS IGNORADO",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","","12","12",14

"M","05 A 09","PAÍS IGNORADO",2022,9,"MAULE","1","","15","15",16

"M","05 A 09","PAÍS IGNORADO",2022,10,"ÑUBLE","","","1","1",1

"M","05 A 09","PAÍS IGNORADO",2022,11,"BIOBÍO","1","","17","17",18

"M","05 A 09","PAÍS IGNORADO",2022,12,"LA ARAUCANÍA","5","","4","4",9

"M","05 A 09","PAÍS IGNORADO",2022,13,"LOS RÍOS","","","6","6",6

"M","05 A 09","PAÍS IGNORADO",2022,14,"LOS LAGOS","","","14","14",14

"M","05 A 09","PAÍS IGNORADO",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","","1","1",1

"M","05 A 09","PAÍS IGNORADO",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","","1","1",1

"M","05 A 09","PAÍS IGNORADO",2022,17,"REGIÓN IGNORADA","","4","","4",4

"M","05 A 09","PAÍS IGNORADO",2023,1,"ARICA Y PARINACOTA","2","2","12","14",16

"M","05 A 09","PAÍS IGNORADO",2023,2,"TARAPACÁ","2","","8","8",10

"M","05 A 09","PAÍS IGNORADO",2023,3,"ANTOFAGASTA","6","","7","7",13

"M","05 A 09","PAÍS IGNORADO",2023,4,"ATACAMA","","","2","2",2

"M","05 A 09","PAÍS IGNORADO",2023,5,"COQUIMBO","","1","11","12",12

"M","05 A 09","PAÍS IGNORADO",2023,6,"VALPARAÍSO","7","2","25","27",34

"M","05 A 09","PAÍS IGNORADO",2023,7,"METROPOLITANA DE SANTIAGO","62","3","153","156",218

"M","05 A 09","PAÍS IGNORADO",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","","9","9",11

"M","05 A 09","PAÍS IGNORADO",2023,9,"MAULE","1","","13","13",14

"M","05 A 09","PAÍS IGNORADO",2023,10,"ÑUBLE","","","2","2",2

"M","05 A 09","PAÍS IGNORADO",2023,11,"BIOBÍO","1","","16","16",17

"M","05 A 09","PAÍS IGNORADO",2023,12,"LA ARAUCANÍA","3","","5","5",8

"M","05 A 09","PAÍS IGNORADO",2023,13,"LOS RÍOS","","","3","3",3

"M","05 A 09","PAÍS IGNORADO",2023,14,"LOS LAGOS","","2","14","16",16

"M","05 A 09","PAÍS IGNORADO",2023,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","","1","1",1

"M","05 A 09","PAÍS IGNORADO",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","","1","1",1

"M","05 A 09","PAÍS IGNORADO",2023,17,"REGIÓN IGNORADA","","8","","8",8

"M","05 A 09","PERÚ",2018,1,"ARICA Y PARINACOTA","131","29","18","47",178

"M","05 A 09","PERÚ",2018,2,"TARAPACÁ","186","53","12","65",251

"M","05 A 09","PERÚ",2018,3,"ANTOFAGASTA","214","45","1","46",260

"M","05 A 09","PERÚ",2018,4,"ATACAMA","31","4","1","5",36

"M","05 A 09","PERÚ",2018,5,"COQUIMBO","51","7","2","9",60

"M","05 A 09","PERÚ",2018,6,"VALPARAÍSO","57","16","6","22",79

"M","05 A 09","PERÚ",2018,7,"METROPOLITANA DE SANTIAGO","2276","497","68","565",2841

"M","05 A 09","PERÚ",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","18","2","3","5",23

"M","05 A 09","PERÚ",2018,9,"MAULE","12","2","","2",14

"M","05 A 09","PERÚ",2018,10,"ÑUBLE","3","1","","1",4

"M","05 A 09","PERÚ",2018,11,"BIOBÍO","11","8","","8",19

"M","05 A 09","PERÚ",2018,12,"LA ARAUCANÍA","6","2","","2",8

"M","05 A 09","PERÚ",2018,13,"LOS RÍOS","3","1","","1",4

"M","05 A 09","PERÚ",2018,14,"LOS LAGOS","9","","","",9

"M","05 A 09","PERÚ",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"M","05 A 09","PERÚ",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1

"M","05 A 09","PERÚ",2018,17,"REGIÓN IGNORADA","","167","","167",167

"M","05 A 09","PERÚ",2019,1,"ARICA Y PARINACOTA","122","48","21","69",191

"M","05 A 09","PERÚ",2019,2,"TARAPACÁ","179","71","16","87",266

"M","05 A 09","PERÚ",2019,3,"ANTOFAGASTA","196","66","5","71",267

"M","05 A 09","PERÚ",2019,4,"ATACAMA","24","13","","13",37

"M","05 A 09","PERÚ",2019,5,"COQUIMBO","45","8","3","11",56

"M","05 A 09","PERÚ",2019,6,"VALPARAÍSO","49","25","8","33",82

"M","05 A 09","PERÚ",2019,7,"METROPOLITANA DE SANTIAGO","2095","707","39","746",2841

"M","05 A 09","PERÚ",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","18","5","7","12",30

"M","05 A 09","PERÚ",2019,9,"MAULE","11","4","1","5",16

"M","05 A 09","PERÚ",2019,10,"ÑUBLE","4","2","","2",6

"M","05 A 09","PERÚ",2019,11,"BIOBÍO","10","9","1","10",20

"M","05 A 09","PERÚ",2019,12,"LA ARAUCANÍA","2","2","","2",4

"M","05 A 09","PERÚ",2019,13,"LOS RÍOS","3","","","",3

"M","05 A 09","PERÚ",2019,14,"LOS LAGOS","8","","","",8

"M","05 A 09","PERÚ",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","1","","1",2

"M","05 A 09","PERÚ",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","3","","","",3

"M","05 A 09","PERÚ",2019,17,"REGIÓN IGNORADA","","220","","220",220

"M","05 A 09","PERÚ",2020,1,"ARICA Y PARINACOTA","124","82","37","119",243

"M","05 A 09","PERÚ",2020,2,"TARAPACÁ","158","85","33","118",276

"M","05 A 09","PERÚ",2020,3,"ANTOFAGASTA","170","93","15","108",278

"M","05 A 09","PERÚ",2020,4,"ATACAMA","24","15","","15",39

"M","05 A 09","PERÚ",2020,5,"COQUIMBO","35","15","2","17",52

"M","05 A 09","PERÚ",2020,6,"VALPARAÍSO","49","26","13","39",88

"M","05 A 09","PERÚ",2020,7,"METROPOLITANA DE SANTIAGO","1931","860","182","1042",2973

"M","05 A 09","PERÚ",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","14","8","7","15",29

"M","05 A 09","PERÚ",2020,9,"MAULE","12","4","2","6",18

"M","05 A 09","PERÚ",2020,10,"ÑUBLE","4","2","","2",6

"M","05 A 09","PERÚ",2020,11,"BIOBÍO","9","7","2","9",18

"M","05 A 09","PERÚ",2020,12,"LA ARAUCANÍA","3","3","","3",6

"M","05 A 09","PERÚ",2020,13,"LOS RÍOS","2","","","",2

"M","05 A 09","PERÚ",2020,14,"LOS LAGOS","7","","1","1",8

"M","05 A 09","PERÚ",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","2","","2",3

"M","05 A 09","PERÚ",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","","","",2

"M","05 A 09","PERÚ",2020,17,"REGIÓN IGNORADA","","188","","188",188

"M","05 A 09","PERÚ",2021,1,"ARICA Y PARINACOTA","102","116","32","148",250

"M","05 A 09","PERÚ",2021,2,"TARAPACÁ","145","100","27","127",272

"M","05 A 09","PERÚ",2021,3,"ANTOFAGASTA","143","105","12","117",260

"M","05 A 09","PERÚ",2021,4,"ATACAMA","17","17","1","18",35

"M","05 A 09","PERÚ",2021,5,"COQUIMBO","28","18","","18",46

"M","05 A 09","PERÚ",2021,6,"VALPARAÍSO","46","37","5","42",88

"M","05 A 09","PERÚ",2021,7,"METROPOLITANA DE SANTIAGO","1689","1020","124","1144",2833

"M","05 A 09","PERÚ",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","14","18","6","24",38

"M","05 A 09","PERÚ",2021,9,"MAULE","12","3","2","5",17

"M","05 A 09","PERÚ",2021,10,"ÑUBLE","3","2","","2",5

"M","05 A 09","PERÚ",2021,11,"BIOBÍO","10","7","2","9",19

"M","05 A 09","PERÚ",2021,12,"LA ARAUCANÍA","3","4","","4",7

"M","05 A 09","PERÚ",2021,13,"LOS RÍOS","2","","1","1",3

"M","05 A 09","PERÚ",2021,14,"LOS LAGOS","4","","","",4

"M","05 A 09","PERÚ",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"M","05 A 09","PERÚ",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","3","1","","1",4

"M","05 A 09","PERÚ",2021,17,"REGIÓN IGNORADA","","179","1","180",180

"M","05 A 09","PERÚ",2022,1,"ARICA Y PARINACOTA","82","98","78","176",258

"M","05 A 09","PERÚ",2022,2,"TARAPACÁ","123","102","45","147",270

"M","05 A 09","PERÚ",2022,3,"ANTOFAGASTA","120","112","31","143",263

"M","05 A 09","PERÚ",2022,4,"ATACAMA","16","22","3","25",41

"M","05 A 09","PERÚ",2022,5,"COQUIMBO","24","20","5","25",49

"M","05 A 09","PERÚ",2022,6,"VALPARAÍSO","36","39","12","51",87

"M","05 A 09","PERÚ",2022,7,"METROPOLITANA DE SANTIAGO","1378","1085","231","1316",2694

"M","05 A 09","PERÚ",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","11","22","2","24",35

"M","05 A 09","PERÚ",2022,9,"MAULE","10","4","3","7",17

"M","05 A 09","PERÚ",2022,10,"ÑUBLE","3","4","","4",7

"M","05 A 09","PERÚ",2022,11,"BIOBÍO","8","8","5","13",21

"M","05 A 09","PERÚ",2022,12,"LA ARAUCANÍA","2","6","1","7",9

"M","05 A 09","PERÚ",2022,13,"LOS RÍOS","2","1","2","3",5

"M","05 A 09","PERÚ",2022,14,"LOS LAGOS","2","4","","4",6

"M","05 A 09","PERÚ",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","1","","1",2

"M","05 A 09","PERÚ",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","3","2","1","3",6

"M","05 A 09","PERÚ",2022,17,"REGIÓN IGNORADA","","172","2","174",174

"M","05 A 09","PERÚ",2023,1,"ARICA Y PARINACOTA","55","121","58","179",234

"M","05 A 09","PERÚ",2023,2,"TARAPACÁ","83","122","32","154",237

"M","05 A 09","PERÚ",2023,3,"ANTOFAGASTA","83","115","36","151",234

"M","05 A 09","PERÚ",2023,4,"ATACAMA","9","32","4","36",45

"M","05 A 09","PERÚ",2023,5,"COQUIMBO","12","32","12","44",56

"M","05 A 09","PERÚ",2023,6,"VALPARAÍSO","23","56","16","72",95

"M","05 A 09","PERÚ",2023,7,"METROPOLITANA DE SANTIAGO","949","1342","165","1507",2456

"M","05 A 09","PERÚ",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","6","28","1","29",35

"M","05 A 09","PERÚ",2023,9,"MAULE","7","16","6","22",29

"M","05 A 09","PERÚ",2023,10,"ÑUBLE","3","4","","4",7

"M","05 A 09","PERÚ",2023,11,"BIOBÍO","7","20","6","26",33

"M","05 A 09","PERÚ",2023,12,"LA ARAUCANÍA","2","10","1","11",13

"M","05 A 09","PERÚ",2023,13,"LOS RÍOS","1","1","1","2",3

"M","05 A 09","PERÚ",2023,14,"LOS LAGOS","1","11","1","12",13

"M","05 A 09","PERÚ",2023,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","3","","3",4

"M","05 A 09","PERÚ",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","3","8","1","9",12

"M","05 A 09","PERÚ",2023,17,"REGIÓN IGNORADA","","93","3","96",96

"M","05 A 09","R. DOMINICANA",2018,2,"TARAPACÁ","3","","","",3

"M","05 A 09","R. DOMINICANA",2018,3,"ANTOFAGASTA","4","1","","1",5

"M","05 A 09","R. DOMINICANA",2018,4,"ATACAMA","","1","","1",1

"M","05 A 09","R. DOMINICANA",2018,5,"COQUIMBO","12","","","",12

"M","05 A 09","R. DOMINICANA",2018,6,"VALPARAÍSO","11","2","","2",13

"M","05 A 09","R. DOMINICANA",2018,7,"METROPOLITANA DE SANTIAGO","287","41","5","46",333

"M","05 A 09","R. DOMINICANA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","4","","","",4

"M","05 A 09","R. DOMINICANA",2018,9,"MAULE","3","","","",3

"M","05 A 09","R. DOMINICANA",2018,11,"BIOBÍO","1","","","",1

"M","05 A 09","R. DOMINICANA",2018,12,"LA ARAUCANÍA","1","","","",1

"M","05 A 09","R. DOMINICANA",2018,14,"LOS LAGOS","1","","","",1

"M","05 A 09","R. DOMINICANA",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"M","05 A 09","R. DOMINICANA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","1","","1",3

"M","05 A 09","R. DOMINICANA",2018,17,"REGIÓN IGNORADA","","51","","51",51

"M","05 A 09","R. DOMINICANA",2019,2,"TARAPACÁ","2","","","",2

"M","05 A 09","R. DOMINICANA",2019,3,"ANTOFAGASTA","4","1","","1",5

"M","05 A 09","R. DOMINICANA",2019,5,"COQUIMBO","9","1","","1",10

"M","05 A 09","R. DOMINICANA",2019,6,"VALPARAÍSO","6","2","","2",8

"M","05 A 09","R. DOMINICANA",2019,7,"METROPOLITANA DE SANTIAGO","264","62","1","63",327

"M","05 A 09","R. DOMINICANA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","3","1","","1",4

"M","05 A 09","R. DOMINICANA",2019,9,"MAULE","3","1","","1",4

"M","05 A 09","R. DOMINICANA",2019,11,"BIOBÍO","2","1","","1",3

"M","05 A 09","R. DOMINICANA",2019,12,"LA ARAUCANÍA","1","","","",1

"M","05 A 09","R. DOMINICANA",2019,14,"LOS LAGOS","","2","","2",2

"M","05 A 09","R. DOMINICANA",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"M","05 A 09","R. DOMINICANA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","2","","2",3

"M","05 A 09","R. DOMINICANA",2019,17,"REGIÓN IGNORADA","","25","","25",25

"M","05 A 09","R. DOMINICANA",2020,2,"TARAPACÁ","2","","","",2

"M","05 A 09","R. DOMINICANA",2020,3,"ANTOFAGASTA","4","2","","2",6

"M","05 A 09","R. DOMINICANA",2020,5,"COQUIMBO","5","2","1","3",8

"M","05 A 09","R. DOMINICANA",2020,6,"VALPARAÍSO","5","4","","4",9

"M","05 A 09","R. DOMINICANA",2020,7,"METROPOLITANA DE SANTIAGO","246","61","6","67",313

"M","05 A 09","R. DOMINICANA",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","3","2","1","3",6

"M","05 A 09","R. DOMINICANA",2020,9,"MAULE","3","","","",3

"M","05 A 09","R. DOMINICANA",2020,11,"BIOBÍO","1","","","",1

"M","05 A 09","R. DOMINICANA",2020,12,"LA ARAUCANÍA","1","","","",1

"M","05 A 09","R. DOMINICANA",2020,14,"LOS LAGOS","","2","","2",2

"M","05 A 09","R. DOMINICANA",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"M","05 A 09","R. DOMINICANA",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","2","","2",2

"M","05 A 09","R. DOMINICANA",2020,17,"REGIÓN IGNORADA","","12","","12",12

"M","05 A 09","R. DOMINICANA",2021,2,"TARAPACÁ","2","","","",2

"M","05 A 09","R. DOMINICANA",2021,3,"ANTOFAGASTA","4","1","","1",5

"M","05 A 09","R. DOMINICANA",2021,4,"ATACAMA","","1","","1",1

"M","05 A 09","R. DOMINICANA",2021,5,"COQUIMBO","3","1","1","2",5

"M","05 A 09","R. DOMINICANA",2021,6,"VALPARAÍSO","3","3","","3",6

"M","05 A 09","R. DOMINICANA",2021,7,"METROPOLITANA DE SANTIAGO","204","53","4","57",261

"M","05 A 09","R. DOMINICANA",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","","","",2

"M","05 A 09","R. DOMINICANA",2021,9,"MAULE","3","","","",3

"M","05 A 09","R. DOMINICANA",2021,11,"BIOBÍO","1","","","",1

"M","05 A 09","R. DOMINICANA",2021,12,"LA ARAUCANÍA","1","","","",1

"M","05 A 09","R. DOMINICANA",2021,13,"LOS RÍOS","","1","","1",1

"M","05 A 09","R. DOMINICANA",2021,14,"LOS LAGOS","","1","","1",1

"M","05 A 09","R. DOMINICANA",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","2","","2",2

"M","05 A 09","R. DOMINICANA",2021,17,"REGIÓN IGNORADA","","4","","4",4

"M","05 A 09","R. DOMINICANA",2022,1,"ARICA Y PARINACOTA","","","1","1",1

"M","05 A 09","R. DOMINICANA",2022,2,"TARAPACÁ","1","2","","2",3

"M","05 A 09","R. DOMINICANA",2022,3,"ANTOFAGASTA","4","4","1","5",9

"M","05 A 09","R. DOMINICANA",2022,4,"ATACAMA","","1","","1",1

"M","05 A 09","R. DOMINICANA",2022,5,"COQUIMBO","1","2","","2",3

"M","05 A 09","R. DOMINICANA",2022,6,"VALPARAÍSO","3","2","2","4",7

"M","05 A 09","R. DOMINICANA",2022,7,"METROPOLITANA DE SANTIAGO","154","64","24","88",242

"M","05 A 09","R. DOMINICANA",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","","",1

"M","05 A 09","R. DOMINICANA",2022,9,"MAULE","3","","","",3

"M","05 A 09","R. DOMINICANA",2022,11,"BIOBÍO","1","1","","1",2

"M","05 A 09","R. DOMINICANA",2022,12,"LA ARAUCANÍA","1","1","","1",2

"M","05 A 09","R. DOMINICANA",2022,13,"LOS RÍOS","","1","","1",1

"M","05 A 09","R. DOMINICANA",2022,14,"LOS LAGOS","","1","","1",1

"M","05 A 09","R. DOMINICANA",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","3","1","4",4

"M","05 A 09","R. DOMINICANA",2022,17,"REGIÓN IGNORADA","","18","","18",18

"M","05 A 09","R. DOMINICANA",2023,1,"ARICA Y PARINACOTA","","1","1","2",2

"M","05 A 09","R. DOMINICANA",2023,2,"TARAPACÁ","","2","1","3",3

"M","05 A 09","R. DOMINICANA",2023,3,"ANTOFAGASTA","2","4","3","7",9

