"SEXO","EDAD","PAIS","AÑO ESTIMACION","CODREGEO","REGION","CENSO AJUSTADO","RRAA_REGULAR","RRAA_IRREGULAR","RRAA_TOTAL","ESTIMACION"
"H","35 A 39","ALEMANIA",2023,6,"VALPARAÍSO","25","3","1","4",29

"H","35 A 39","ALEMANIA",2023,7,"METROPOLITANA DE SANTIAGO","149","15","3","18",167

"H","35 A 39","ALEMANIA",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","4","1","","1",5

"H","35 A 39","ALEMANIA",2023,9,"MAULE","4","2","","2",6

"H","35 A 39","ALEMANIA",2023,10,"ÑUBLE","3","","","",3

"H","35 A 39","ALEMANIA",2023,11,"BIOBÍO","8","1","1","2",10

"H","35 A 39","ALEMANIA",2023,12,"LA ARAUCANÍA","6","1","","1",7

"H","35 A 39","ALEMANIA",2023,13,"LOS RÍOS","6","1","","1",7

"H","35 A 39","ALEMANIA",2023,14,"LOS LAGOS","5","2","","2",7

"H","35 A 39","ALEMANIA",2023,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","1","","1",1

"H","35 A 39","ALEMANIA",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","4","","","",4

"H","35 A 39","ALEMANIA",2023,17,"REGIÓN IGNORADA","","5","4","9",9

"H","35 A 39","ARGENTINA",2018,1,"ARICA Y PARINACOTA","25","2","","2",27

"H","35 A 39","ARGENTINA",2018,2,"TARAPACÁ","58","1","","1",59

"H","35 A 39","ARGENTINA",2018,3,"ANTOFAGASTA","133","5","","5",138

"H","35 A 39","ARGENTINA",2018,4,"ATACAMA","34","4","","4",38

"H","35 A 39","ARGENTINA",2018,5,"COQUIMBO","112","15","","15",127

"H","35 A 39","ARGENTINA",2018,6,"VALPARAÍSO","470","32","1","33",503

"H","35 A 39","ARGENTINA",2018,7,"METROPOLITANA DE SANTIAGO","2462","87","4","91",2553

"H","35 A 39","ARGENTINA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","121","11","","11",132

"H","35 A 39","ARGENTINA",2018,9,"MAULE","115","3","1","4",119

"H","35 A 39","ARGENTINA",2018,10,"ÑUBLE","28","1","","1",29

"H","35 A 39","ARGENTINA",2018,11,"BIOBÍO","163","7","1","8",171

"H","35 A 39","ARGENTINA",2018,12,"LA ARAUCANÍA","246","14","1","15",261

"H","35 A 39","ARGENTINA",2018,13,"LOS RÍOS","74","3","","3",77

"H","35 A 39","ARGENTINA",2018,14,"LOS LAGOS","218","9","","9",227

"H","35 A 39","ARGENTINA",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","43","9","1","10",53

"H","35 A 39","ARGENTINA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","71","13","","13",84

"H","35 A 39","ARGENTINA",2018,17,"REGIÓN IGNORADA","","62","16","78",78

"H","35 A 39","ARGENTINA",2019,1,"ARICA Y PARINACOTA","23","2","","2",25

"H","35 A 39","ARGENTINA",2019,2,"TARAPACÁ","60","5","","5",65

"H","35 A 39","ARGENTINA",2019,3,"ANTOFAGASTA","129","12","","12",141

"H","35 A 39","ARGENTINA",2019,4,"ATACAMA","35","4","","4",39

"H","35 A 39","ARGENTINA",2019,5,"COQUIMBO","98","14","","14",112

"H","35 A 39","ARGENTINA",2019,6,"VALPARAÍSO","437","61","4","65",502

"H","35 A 39","ARGENTINA",2019,7,"METROPOLITANA DE SANTIAGO","2285","164","2","166",2451

"H","35 A 39","ARGENTINA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","111","17","","17",128

"H","35 A 39","ARGENTINA",2019,9,"MAULE","109","9","","9",118

"H","35 A 39","ARGENTINA",2019,10,"ÑUBLE","27","3","","3",30

"H","35 A 39","ARGENTINA",2019,11,"BIOBÍO","150","6","1","7",157

"H","35 A 39","ARGENTINA",2019,12,"LA ARAUCANÍA","226","22","1","23",249

"H","35 A 39","ARGENTINA",2019,13,"LOS RÍOS","72","5","1","6",78

"H","35 A 39","ARGENTINA",2019,14,"LOS LAGOS","180","13","","13",193

"H","35 A 39","ARGENTINA",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","38","9","","9",47

"H","35 A 39","ARGENTINA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","66","29","","29",95

"H","35 A 39","ARGENTINA",2019,17,"REGIÓN IGNORADA","","56","40","96",96

"H","35 A 39","ARGENTINA",2020,1,"ARICA Y PARINACOTA","26","4","","4",30

"H","35 A 39","ARGENTINA",2020,2,"TARAPACÁ","55","9","","9",64

"H","35 A 39","ARGENTINA",2020,3,"ANTOFAGASTA","114","15","1","16",130

"H","35 A 39","ARGENTINA",2020,4,"ATACAMA","38","2","","2",40

"H","35 A 39","ARGENTINA",2020,5,"COQUIMBO","96","18","1","19",115

"H","35 A 39","ARGENTINA",2020,6,"VALPARAÍSO","419","81","5","86",505

"H","35 A 39","ARGENTINA",2020,7,"METROPOLITANA DE SANTIAGO","2163","265","7","272",2435

"H","35 A 39","ARGENTINA",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","113","17","","17",130

"H","35 A 39","ARGENTINA",2020,9,"MAULE","99","19","4","23",122

"H","35 A 39","ARGENTINA",2020,10,"ÑUBLE","32","4","","4",36

"H","35 A 39","ARGENTINA",2020,11,"BIOBÍO","154","11","1","12",166

"H","35 A 39","ARGENTINA",2020,12,"LA ARAUCANÍA","247","16","1","17",264

"H","35 A 39","ARGENTINA",2020,13,"LOS RÍOS","68","2","2","4",72

"H","35 A 39","ARGENTINA",2020,14,"LOS LAGOS","212","21","1","22",234

"H","35 A 39","ARGENTINA",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","34","8","","8",42

"H","35 A 39","ARGENTINA",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","70","30","","30",100

"H","35 A 39","ARGENTINA",2020,17,"REGIÓN IGNORADA","","43","47","90",90

"H","35 A 39","ARGENTINA",2021,1,"ARICA Y PARINACOTA","22","4","","4",26

"H","35 A 39","ARGENTINA",2021,2,"TARAPACÁ","69","12","","12",81

"H","35 A 39","ARGENTINA",2021,3,"ANTOFAGASTA","112","19","2","21",133

"H","35 A 39","ARGENTINA",2021,4,"ATACAMA","36","4","","4",40

"H","35 A 39","ARGENTINA",2021,5,"COQUIMBO","97","20","1","21",118

"H","35 A 39","ARGENTINA",2021,6,"VALPARAÍSO","437","87","4","91",528

"H","35 A 39","ARGENTINA",2021,7,"METROPOLITANA DE SANTIAGO","2199","318","17","335",2534

"H","35 A 39","ARGENTINA",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","115","19","","19",134

"H","35 A 39","ARGENTINA",2021,9,"MAULE","94","19","5","24",118

"H","35 A 39","ARGENTINA",2021,10,"ÑUBLE","37","6","","6",43

"H","35 A 39","ARGENTINA",2021,11,"BIOBÍO","175","15","3","18",193

"H","35 A 39","ARGENTINA",2021,12,"LA ARAUCANÍA","296","20","1","21",317

"H","35 A 39","ARGENTINA",2021,13,"LOS RÍOS","79","7","4","11",90

"H","35 A 39","ARGENTINA",2021,14,"LOS LAGOS","242","29","","29",271

"H","35 A 39","ARGENTINA",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","40","9","","9",49

"H","35 A 39","ARGENTINA",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","68","33","","33",101

"H","35 A 39","ARGENTINA",2021,17,"REGIÓN IGNORADA","","90","64","154",154

"H","35 A 39","ARGENTINA",2022,1,"ARICA Y PARINACOTA","31","3","","3",34

"H","35 A 39","ARGENTINA",2022,2,"TARAPACÁ","69","15","","15",84

"H","35 A 39","ARGENTINA",2022,3,"ANTOFAGASTA","126","19","1","20",146

"H","35 A 39","ARGENTINA",2022,4,"ATACAMA","36","8","1","9",45

"H","35 A 39","ARGENTINA",2022,5,"COQUIMBO","116","18","","18",134

"H","35 A 39","ARGENTINA",2022,6,"VALPARAÍSO","502","97","4","101",603

"H","35 A 39","ARGENTINA",2022,7,"METROPOLITANA DE SANTIAGO","2330","347","12","359",2689

"H","35 A 39","ARGENTINA",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","119","20","","20",139

"H","35 A 39","ARGENTINA",2022,9,"MAULE","102","22","4","26",128

"H","35 A 39","ARGENTINA",2022,10,"ÑUBLE","44","9","","9",53

"H","35 A 39","ARGENTINA",2022,11,"BIOBÍO","195","18","2","20",215

"H","35 A 39","ARGENTINA",2022,12,"LA ARAUCANÍA","386","17","1","18",404

"H","35 A 39","ARGENTINA",2022,13,"LOS RÍOS","103","9","4","13",116

"H","35 A 39","ARGENTINA",2022,14,"LOS LAGOS","284","27","","27",311

"H","35 A 39","ARGENTINA",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","45","10","1","11",56

"H","35 A 39","ARGENTINA",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","87","30","","30",117

"H","35 A 39","ARGENTINA",2022,17,"REGIÓN IGNORADA","","64","60","124",124

"H","35 A 39","ARGENTINA",2023,1,"ARICA Y PARINACOTA","33","1","","1",34

"H","35 A 39","ARGENTINA",2023,2,"TARAPACÁ","83","15","","15",98

"H","35 A 39","ARGENTINA",2023,3,"ANTOFAGASTA","143","20","","20",163

"H","35 A 39","ARGENTINA",2023,4,"ATACAMA","34","9","1","10",44

"H","35 A 39","ARGENTINA",2023,5,"COQUIMBO","125","31","1","32",157

"H","35 A 39","ARGENTINA",2023,6,"VALPARAÍSO","602","117","9","126",728

"H","35 A 39","ARGENTINA",2023,7,"METROPOLITANA DE SANTIAGO","2599","414","12","426",3025

"H","35 A 39","ARGENTINA",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","127","21","1","22",149

"H","35 A 39","ARGENTINA",2023,9,"MAULE","111","29","4","33",144

"H","35 A 39","ARGENTINA",2023,10,"ÑUBLE","51","10","","10",61

"H","35 A 39","ARGENTINA",2023,11,"BIOBÍO","228","20","2","22",250

"H","35 A 39","ARGENTINA",2023,12,"LA ARAUCANÍA","524","25","1","26",550

"H","35 A 39","ARGENTINA",2023,13,"LOS RÍOS","139","11","4","15",154

"H","35 A 39","ARGENTINA",2023,14,"LOS LAGOS","363","34","1","35",398

"H","35 A 39","ARGENTINA",2023,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","65","11","2","13",78

"H","35 A 39","ARGENTINA",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","106","30","","30",136

"H","35 A 39","ARGENTINA",2023,17,"REGIÓN IGNORADA","","199","59","258",258

"H","35 A 39","BOLIVIA",2018,1,"ARICA Y PARINACOTA","380","73","","73",453

"H","35 A 39","BOLIVIA",2018,2,"TARAPACÁ","942","234","2","236",1178

"H","35 A 39","BOLIVIA",2018,3,"ANTOFAGASTA","1182","255","6","261",1443

"H","35 A 39","BOLIVIA",2018,4,"ATACAMA","126","100","","100",226

"H","35 A 39","BOLIVIA",2018,5,"COQUIMBO","50","34","1","35",85

"H","35 A 39","BOLIVIA",2018,6,"VALPARAÍSO","72","45","1","46",118

"H","35 A 39","BOLIVIA",2018,7,"METROPOLITANA DE SANTIAGO","698","229","2","231",929

"H","35 A 39","BOLIVIA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","44","45","","45",89

"H","35 A 39","BOLIVIA",2018,9,"MAULE","10","6","","6",16

"H","35 A 39","BOLIVIA",2018,10,"ÑUBLE","4","3","","3",7

"H","35 A 39","BOLIVIA",2018,11,"BIOBÍO","12","","","",12

"H","35 A 39","BOLIVIA",2018,12,"LA ARAUCANÍA","3","1","","1",4

"H","35 A 39","BOLIVIA",2018,13,"LOS RÍOS","4","1","","1",5

"H","35 A 39","BOLIVIA",2018,14,"LOS LAGOS","8","2","","2",10

"H","35 A 39","BOLIVIA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","1","","1",3

"H","35 A 39","BOLIVIA",2018,17,"REGIÓN IGNORADA","","89","42","131",131

"H","35 A 39","BOLIVIA",2019,1,"ARICA Y PARINACOTA","392","76","","76",468

"H","35 A 39","BOLIVIA",2019,2,"TARAPACÁ","1004","373","","373",1377

"H","35 A 39","BOLIVIA",2019,3,"ANTOFAGASTA","1237","360","7","367",1604

"H","35 A 39","BOLIVIA",2019,4,"ATACAMA","135","121","1","122",257

"H","35 A 39","BOLIVIA",2019,5,"COQUIMBO","48","39","2","41",89

"H","35 A 39","BOLIVIA",2019,6,"VALPARAÍSO","79","56","3","59",138

"H","35 A 39","BOLIVIA",2019,7,"METROPOLITANA DE SANTIAGO","686","324","2","326",1012

"H","35 A 39","BOLIVIA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","44","61","1","62",106

"H","35 A 39","BOLIVIA",2019,9,"MAULE","14","8","1","9",23

"H","35 A 39","BOLIVIA",2019,10,"ÑUBLE","6","5","","5",11

"H","35 A 39","BOLIVIA",2019,11,"BIOBÍO","12","2","","2",14

"H","35 A 39","BOLIVIA",2019,12,"LA ARAUCANÍA","5","2","","2",7

"H","35 A 39","BOLIVIA",2019,13,"LOS RÍOS","4","1","","1",5

"H","35 A 39","BOLIVIA",2019,14,"LOS LAGOS","6","6","","6",12

"H","35 A 39","BOLIVIA",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"H","35 A 39","BOLIVIA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","3","2","","2",5

"H","35 A 39","BOLIVIA",2019,17,"REGIÓN IGNORADA","","119","98","217",217

"H","35 A 39","BOLIVIA",2020,1,"ARICA Y PARINACOTA","419","124","5","129",548

"H","35 A 39","BOLIVIA",2020,2,"TARAPACÁ","1064","408","5","413",1477

"H","35 A 39","BOLIVIA",2020,3,"ANTOFAGASTA","1293","448","7","455",1748

"H","35 A 39","BOLIVIA",2020,4,"ATACAMA","137","149","3","152",289

"H","35 A 39","BOLIVIA",2020,5,"COQUIMBO","55","48","1","49",104

"H","35 A 39","BOLIVIA",2020,6,"VALPARAÍSO","88","59","5","64",152

"H","35 A 39","BOLIVIA",2020,7,"METROPOLITANA DE SANTIAGO","741","430","12","442",1183

"H","35 A 39","BOLIVIA",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","54","83","3","86",140

"H","35 A 39","BOLIVIA",2020,9,"MAULE","14","12","2","14",28

"H","35 A 39","BOLIVIA",2020,10,"ÑUBLE","5","5","","5",10

"H","35 A 39","BOLIVIA",2020,11,"BIOBÍO","15","2","","2",17

"H","35 A 39","BOLIVIA",2020,12,"LA ARAUCANÍA","5","4","1","5",10

"H","35 A 39","BOLIVIA",2020,13,"LOS RÍOS","5","2","","2",7

"H","35 A 39","BOLIVIA",2020,14,"LOS LAGOS","6","11","2","13",19

"H","35 A 39","BOLIVIA",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"H","35 A 39","BOLIVIA",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","3","2","","2",5

"H","35 A 39","BOLIVIA",2020,17,"REGIÓN IGNORADA","","76","141","217",217

"H","35 A 39","BOLIVIA",2021,1,"ARICA Y PARINACOTA","451","165","3","168",619

"H","35 A 39","BOLIVIA",2021,2,"TARAPACÁ","1148","528","8","536",1684

"H","35 A 39","BOLIVIA",2021,3,"ANTOFAGASTA","1376","528","6","534",1910

"H","35 A 39","BOLIVIA",2021,4,"ATACAMA","154","169","2","171",325

"H","35 A 39","BOLIVIA",2021,5,"COQUIMBO","62","58","3","61",123

"H","35 A 39","BOLIVIA",2021,6,"VALPARAÍSO","102","76","6","82",184

"H","35 A 39","BOLIVIA",2021,7,"METROPOLITANA DE SANTIAGO","792","551","11","562",1354

"H","35 A 39","BOLIVIA",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","57","97","3","100",157

"H","35 A 39","BOLIVIA",2021,9,"MAULE","12","13","2","15",27

"H","35 A 39","BOLIVIA",2021,10,"ÑUBLE","5","4","1","5",10

"H","35 A 39","BOLIVIA",2021,11,"BIOBÍO","14","3","","3",17

"H","35 A 39","BOLIVIA",2021,12,"LA ARAUCANÍA","6","3","","3",9

"H","35 A 39","BOLIVIA",2021,13,"LOS RÍOS","4","3","2","5",9

"H","35 A 39","BOLIVIA",2021,14,"LOS LAGOS","4","10","4","14",18

"H","35 A 39","BOLIVIA",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"H","35 A 39","BOLIVIA",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","3","2","","2",5

"H","35 A 39","BOLIVIA",2021,17,"REGIÓN IGNORADA","","76","381","457",457

"H","35 A 39","BOLIVIA",2022,1,"ARICA Y PARINACOTA","444","160","6","166",610

"H","35 A 39","BOLIVIA",2022,2,"TARAPACÁ","1220","570","5","575",1795

"H","35 A 39","BOLIVIA",2022,3,"ANTOFAGASTA","1476","602","5","607",2083

"H","35 A 39","BOLIVIA",2022,4,"ATACAMA","191","206","3","209",400

"H","35 A 39","BOLIVIA",2022,5,"COQUIMBO","76","69","4","73",149

"H","35 A 39","BOLIVIA",2022,6,"VALPARAÍSO","111","76","3","79",190

"H","35 A 39","BOLIVIA",2022,7,"METROPOLITANA DE SANTIAGO","890","603","14","617",1507

"H","35 A 39","BOLIVIA",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","62","152","4","156",218

"H","35 A 39","BOLIVIA",2022,9,"MAULE","15","14","2","16",31

"H","35 A 39","BOLIVIA",2022,10,"ÑUBLE","6","2","1","3",9

"H","35 A 39","BOLIVIA",2022,11,"BIOBÍO","17","3","","3",20

"H","35 A 39","BOLIVIA",2022,12,"LA ARAUCANÍA","5","3","","3",8

"H","35 A 39","BOLIVIA",2022,13,"LOS RÍOS","5","3","2","5",10

"H","35 A 39","BOLIVIA",2022,14,"LOS LAGOS","4","12","4","16",20

"H","35 A 39","BOLIVIA",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"H","35 A 39","BOLIVIA",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","4","5","","5",9

"H","35 A 39","BOLIVIA",2022,17,"REGIÓN IGNORADA","","134","811","945",945

"H","35 A 39","BOLIVIA",2023,1,"ARICA Y PARINACOTA","441","162","10","172",613

"H","35 A 39","BOLIVIA",2023,2,"TARAPACÁ","1325","678","31","709",2034

"H","35 A 39","BOLIVIA",2023,3,"ANTOFAGASTA","1544","713","45","758",2302

"H","35 A 39","BOLIVIA",2023,4,"ATACAMA","218","257","17","274",492

"H","35 A 39","BOLIVIA",2023,5,"COQUIMBO","96","106","26","132",228

"H","35 A 39","BOLIVIA",2023,6,"VALPARAÍSO","130","91","10","101",231

"H","35 A 39","BOLIVIA",2023,7,"METROPOLITANA DE SANTIAGO","945","668","72","740",1685

"H","35 A 39","BOLIVIA",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","73","207","31","238",311

"H","35 A 39","BOLIVIA",2023,9,"MAULE","22","20","15","35",57

"H","35 A 39","BOLIVIA",2023,10,"ÑUBLE","6","3","1","4",10

"H","35 A 39","BOLIVIA",2023,11,"BIOBÍO","20","3","3","6",26

"H","35 A 39","BOLIVIA",2023,12,"LA ARAUCANÍA","4","4","2","6",10

"H","35 A 39","BOLIVIA",2023,13,"LOS RÍOS","6","3","1","4",10

"H","35 A 39","BOLIVIA",2023,14,"LOS LAGOS","4","13","7","20",24

"H","35 A 39","BOLIVIA",2023,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1

"H","35 A 39","BOLIVIA",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","4","7","","7",11

"H","35 A 39","BOLIVIA",2023,17,"REGIÓN IGNORADA","","250","915","1165",1165

"H","35 A 39","BRASIL",2018,1,"ARICA Y PARINACOTA","8","1","","1",9

"H","35 A 39","BRASIL",2018,2,"TARAPACÁ","16","4","","4",20

"H","35 A 39","BRASIL",2018,3,"ANTOFAGASTA","32","6","","6",38

"H","35 A 39","BRASIL",2018,4,"ATACAMA","4","1","","1",5

"H","35 A 39","BRASIL",2018,5,"COQUIMBO","27","2","","2",29

"H","35 A 39","BRASIL",2018,6,"VALPARAÍSO","83","4","2","6",89

"H","35 A 39","BRASIL",2018,7,"METROPOLITANA DE SANTIAGO","874","66","4","70",944

"H","35 A 39","BRASIL",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","25","3","","3",28

"H","35 A 39","BRASIL",2018,9,"MAULE","23","","","",23

"H","35 A 39","BRASIL",2018,10,"ÑUBLE","7","3","","3",10

"H","35 A 39","BRASIL",2018,11,"BIOBÍO","35","5","","5",40

"H","35 A 39","BRASIL",2018,12,"LA ARAUCANÍA","19","3","","3",22

"H","35 A 39","BRASIL",2018,13,"LOS RÍOS","11","2","","2",13

"H","35 A 39","BRASIL",2018,14,"LOS LAGOS","10","3","2","5",15

"H","35 A 39","BRASIL",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","2","","","",2

"H","35 A 39","BRASIL",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","5","1","","1",6

"H","35 A 39","BRASIL",2018,17,"REGIÓN IGNORADA","","38","2","40",40

"H","35 A 39","BRASIL",2019,1,"ARICA Y PARINACOTA","8","2","","2",10

"H","35 A 39","BRASIL",2019,2,"TARAPACÁ","16","6","","6",22

"H","35 A 39","BRASIL",2019,3,"ANTOFAGASTA","32","3","","3",35

"H","35 A 39","BRASIL",2019,4,"ATACAMA","4","12","","12",16

"H","35 A 39","BRASIL",2019,5,"COQUIMBO","33","6","","6",39

"H","35 A 39","BRASIL",2019,6,"VALPARAÍSO","91","16","1","17",108

"H","35 A 39","BRASIL",2019,7,"METROPOLITANA DE SANTIAGO","873","86","2","88",961

"H","35 A 39","BRASIL",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","23","11","","11",34

"H","35 A 39","BRASIL",2019,9,"MAULE","21","11","","11",32

"H","35 A 39","BRASIL",2019,10,"ÑUBLE","7","2","","2",9

"H","35 A 39","BRASIL",2019,11,"BIOBÍO","44","12","","12",56

"H","35 A 39","BRASIL",2019,12,"LA ARAUCANÍA","20","7","1","8",28

"H","35 A 39","BRASIL",2019,13,"LOS RÍOS","9","3","","3",12

"H","35 A 39","BRASIL",2019,14,"LOS LAGOS","12","1","2","3",15

"H","35 A 39","BRASIL",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","3","2","","2",5

"H","35 A 39","BRASIL",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","9","3","","3",12

"H","35 A 39","BRASIL",2019,17,"REGIÓN IGNORADA","","31","4","35",35

"H","35 A 39","BRASIL",2020,1,"ARICA Y PARINACOTA","5","4","","4",9

"H","35 A 39","BRASIL",2020,2,"TARAPACÁ","18","4","","4",22

"H","35 A 39","BRASIL",2020,3,"ANTOFAGASTA","28","6","","6",34

"H","35 A 39","BRASIL",2020,4,"ATACAMA","4","19","","19",23

"H","35 A 39","BRASIL",2020,5,"COQUIMBO","31","6","","6",37

"H","35 A 39","BRASIL",2020,6,"VALPARAÍSO","85","12","2","14",99

"H","35 A 39","BRASIL",2020,7,"METROPOLITANA DE SANTIAGO","840","134","7","141",981

"H","35 A 39","BRASIL",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","20","10","","10",30

"H","35 A 39","BRASIL",2020,9,"MAULE","21","16","","16",37

"H","35 A 39","BRASIL",2020,10,"ÑUBLE","10","2","","2",12

"H","35 A 39","BRASIL",2020,11,"BIOBÍO","38","14","1","15",53

"H","35 A 39","BRASIL",2020,12,"LA ARAUCANÍA","22","9","1","10",32

"H","35 A 39","BRASIL",2020,13,"LOS RÍOS","5","5","","5",10

"H","35 A 39","BRASIL",2020,14,"LOS LAGOS","12","6","","6",18

"H","35 A 39","BRASIL",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","4","3","","3",7

"H","35 A 39","BRASIL",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","12","5","","5",17

"H","35 A 39","BRASIL",2020,17,"REGIÓN IGNORADA","","17","8","25",25

"H","35 A 39","BRASIL",2021,1,"ARICA Y PARINACOTA","5","3","","3",8

"H","35 A 39","BRASIL",2021,2,"TARAPACÁ","18","4","","4",22

"H","35 A 39","BRASIL",2021,3,"ANTOFAGASTA","33","8","1","9",42

"H","35 A 39","BRASIL",2021,4,"ATACAMA","5","22","","22",27

"H","35 A 39","BRASIL",2021,5,"COQUIMBO","32","9","","9",41

"H","35 A 39","BRASIL",2021,6,"VALPARAÍSO","83","20","","20",103

"H","35 A 39","BRASIL",2021,7,"METROPOLITANA DE SANTIAGO","841","193","12","205",1046

"H","35 A 39","BRASIL",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","22","14","1","15",37

"H","35 A 39","BRASIL",2021,9,"MAULE","16","23","","23",39

"H","35 A 39","BRASIL",2021,10,"ÑUBLE","9","1","","1",10

"H","35 A 39","BRASIL",2021,11,"BIOBÍO","36","20","1","21",57

"H","35 A 39","BRASIL",2021,12,"LA ARAUCANÍA","22","14","","14",36

"H","35 A 39","BRASIL",2021,13,"LOS RÍOS","8","5","","5",13

"H","35 A 39","BRASIL",2021,14,"LOS LAGOS","17","7","","7",24

"H","35 A 39","BRASIL",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","4","3","","3",7

"H","35 A 39","BRASIL",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","14","6","","6",20

"H","35 A 39","BRASIL",2021,17,"REGIÓN IGNORADA","","24","14","38",38

"H","35 A 39","BRASIL",2022,1,"ARICA Y PARINACOTA","8","5","1","6",14

"H","35 A 39","BRASIL",2022,2,"TARAPACÁ","17","4","1","5",22

"H","35 A 39","BRASIL",2022,3,"ANTOFAGASTA","34","12","1","13",47

"H","35 A 39","BRASIL",2022,4,"ATACAMA","6","19","","19",25

"H","35 A 39","BRASIL",2022,5,"COQUIMBO","31","10","","10",41

"H","35 A 39","BRASIL",2022,6,"VALPARAÍSO","89","19","2","21",110

"H","35 A 39","BRASIL",2022,7,"METROPOLITANA DE SANTIAGO","806","223","25","248",1054

"H","35 A 39","BRASIL",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","22","16","1","17",39

"H","35 A 39","BRASIL",2022,9,"MAULE","18","27","","27",45

"H","35 A 39","BRASIL",2022,10,"ÑUBLE","11","2","","2",13

"H","35 A 39","BRASIL",2022,11,"BIOBÍO","35","24","2","26",61

"H","35 A 39","BRASIL",2022,12,"LA ARAUCANÍA","24","19","","19",43

"H","35 A 39","BRASIL",2022,13,"LOS RÍOS","10","3","","3",13

"H","35 A 39","BRASIL",2022,14,"LOS LAGOS","22","14","","14",36

